"","log2FoldChange","padj","Factor"
"ko:K009671",0.44393138062681,0.0727922510181272,"Vibrio_Vibrio_vs_Control"
"ko:K010701",-0.37092153342207,NA,"Vibrio_Vibrio_vs_Control"
"ko:K012061",3.23012266281195,1.62862692567859e-05,"Vibrio_Vibrio_vs_Control"
"ko:K012511",1.96856295190524,0.000799390109427809,"Vibrio_Vibrio_vs_Control"
"ko:K013631",-0.170355495599305,0.777086313690912,"Vibrio_Vibrio_vs_Control"
"ko:K013651",0.370624752619258,0.284321637235128,"Vibrio_Vibrio_vs_Control"
"ko:K013791",-0.476568604634897,0.292459446666298,"Vibrio_Vibrio_vs_Control"
"ko:K015511",0.337748479501701,NA,"Vibrio_Vibrio_vs_Control"
"ko:K015961",2.95532626590215,3.05684253691858e-28,"Vibrio_Vibrio_vs_Control"
"ko:K016231",0.00973805954419079,0.983652989309833,"Vibrio_Vibrio_vs_Control"
"ko:K016811",1.40750965358535,0.00261714079923998,"Vibrio_Vibrio_vs_Control"
"ko:K016891",0.427190231942571,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K016971",-1.77183548820376,NA,"Vibrio_Vibrio_vs_Control"
"ko:K017581",0.501015577140391,0.7695009378895,"Vibrio_Vibrio_vs_Control"
"ko:K018751",-0.0763078135518742,0.96209292565748,"Vibrio_Vibrio_vs_Control"
"ko:K018811",0.472243824690603,0.84066112532514,"Vibrio_Vibrio_vs_Control"
"ko:K018891",1.07686702302733,0.284321637235128,"Vibrio_Vibrio_vs_Control"
"ko:K018901",0.0995618487416302,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K018921",0.039751819973033,0.974989364689677,"Vibrio_Vibrio_vs_Control"
"ko:K018931",-0.93955196929388,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K019531",-0.639967022231439,0.288795817684631,"Vibrio_Vibrio_vs_Control"
"ko:K021051",-0.804552082771134,0.477198874170714,"Vibrio_Vibrio_vs_Control"
"ko:K021111",-0.662120228450876,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021121",0.317003875487116,0.521916102632252,"Vibrio_Vibrio_vs_Control"
"ko:K021461",-0.51456910748356,0.671628562179698,"Vibrio_Vibrio_vs_Control"
"ko:K021491",-0.640720027860294,0.615007213806384,"Vibrio_Vibrio_vs_Control"
"ko:K021521",1.61970892040633,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021551",0.126466564227365,0.890923265721054,"Vibrio_Vibrio_vs_Control"
"ko:K021831",-0.573958175277709,0.0187594226991818,"Vibrio_Vibrio_vs_Control"
"ko:K022191",-1.57358393046568,NA,"Vibrio_Vibrio_vs_Control"
"ko:K022671",-0.669172036798555,0.671628562179698,"Vibrio_Vibrio_vs_Control"
"ko:K024371",0.474911677348994,0.589663620642453,"Vibrio_Vibrio_vs_Control"
"ko:K025031",-0.321499750493609,NA,"Vibrio_Vibrio_vs_Control"
"ko:K026351",0.454247612445827,0.661621064887775,"Vibrio_Vibrio_vs_Control"
"ko:K026391",-0.350908980816963,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027031",4.01136374737106,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K027051",1.68387927575385,0.182731427390485,"Vibrio_Vibrio_vs_Control"
"ko:K027061",-1.84415992201046,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027251",0.0752747391526159,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027261",-0.669708972512634,0.695039672080307,"Vibrio_Vibrio_vs_Control"
"ko:K027281",-0.0721346374336995,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K027321",-0.160184122907527,0.874673272446862,"Vibrio_Vibrio_vs_Control"
"ko:K028651",-0.113968873540895,0.95346108663588,"Vibrio_Vibrio_vs_Control"
"ko:K028661",-0.934255272594778,NA,"Vibrio_Vibrio_vs_Control"
"ko:K028701",-0.382732531673276,0.224968331609905,"Vibrio_Vibrio_vs_Control"
"ko:K028721",-2.46330301506314,0.0272863350527842,"Vibrio_Vibrio_vs_Control"
"ko:K028731",-1.62126749399085,0.000248695188497924,"Vibrio_Vibrio_vs_Control"
"ko:K028771",1.69213669214775,0.259295842794873,"Vibrio_Vibrio_vs_Control"
"ko:K028801",-0.921518063085968,0.369589509986389,"Vibrio_Vibrio_vs_Control"
"ko:K028821",0.619611864173488,0.589663620642453,"Vibrio_Vibrio_vs_Control"
"ko:K028851",-0.475527370476349,0.692888932658273,"Vibrio_Vibrio_vs_Control"
"ko:K028891",-0.739369432172314,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K028961",-0.933623423303919,0.151722701099079,"Vibrio_Vibrio_vs_Control"
"ko:K028981",0.0687665981335705,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K029011",-0.251521858362146,0.874673272446862,"Vibrio_Vibrio_vs_Control"
"ko:K029051",0.368135367606985,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K029081",1.28475776900766,0.059547258024309,"Vibrio_Vibrio_vs_Control"
"ko:K029101",-0.649858014283833,0.596846601310696,"Vibrio_Vibrio_vs_Control"
"ko:K029151",-0.573949187048524,0.588907086151258,"Vibrio_Vibrio_vs_Control"
"ko:K029181",0.115743727971494,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029201",0.43980717070005,0.833888324497904,"Vibrio_Vibrio_vs_Control"
"ko:K029231",-0.138095767537478,0.932698539671392,"Vibrio_Vibrio_vs_Control"
"ko:K029241",-0.546297305162379,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029291",0.763402166924969,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K029321",-0.449026918707603,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K029361",-0.123278531152282,0.932698539671392,"Vibrio_Vibrio_vs_Control"
"ko:K029371",0.102125150618403,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029381",0.930391704514932,0.300851766163761,"Vibrio_Vibrio_vs_Control"
"ko:K029411",0.729090074071229,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K029471",1.60000078596716,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029491",0.859781202843329,0.288795817684631,"Vibrio_Vibrio_vs_Control"
"ko:K029511",-0.348526801665638,0.831323571255617,"Vibrio_Vibrio_vs_Control"
"ko:K029531",-0.955998959825471,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029551",-0.989303407576647,0.151722701099079,"Vibrio_Vibrio_vs_Control"
"ko:K029581",-0.164667716160752,0.932698539671392,"Vibrio_Vibrio_vs_Control"
"ko:K029621",1.11778631991894,0.218822574569816,"Vibrio_Vibrio_vs_Control"
"ko:K029661",-0.34472807495491,0.833888324497904,"Vibrio_Vibrio_vs_Control"
"ko:K029691",-0.569304989011687,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029731",-0.555823821307217,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029751",-0.0278030106521237,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029761",-0.92614211668869,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029781",0.249280104384955,0.71620612844802,"Vibrio_Vibrio_vs_Control"
"ko:K029801",-1.56543790885,0.0727922510181272,"Vibrio_Vibrio_vs_Control"
"ko:K029831",-0.24824602764439,0.913297204065591,"Vibrio_Vibrio_vs_Control"
"ko:K029841",0.514774023404429,0.564064748478407,"Vibrio_Vibrio_vs_Control"
"ko:K029851",1.14903787387781,0.561541221869407,"Vibrio_Vibrio_vs_Control"
"ko:K029871",-1.20744758812864,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029911",-0.509706599484267,0.340780827679997,"Vibrio_Vibrio_vs_Control"
"ko:K029921",-0.527417369648444,0.730272875469573,"Vibrio_Vibrio_vs_Control"
"ko:K029931",-0.250927969884273,0.671628562179698,"Vibrio_Vibrio_vs_Control"
"ko:K029951",0.142710606303931,0.921535323859136,"Vibrio_Vibrio_vs_Control"
"ko:K030071",-3.44812300912596,0.000319698958694474,"Vibrio_Vibrio_vs_Control"
"ko:K030081",-1.73680397212442,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030311",0.699661774029389,0.561541221869407,"Vibrio_Vibrio_vs_Control"
"ko:K030831",-0.410935210747287,0.556048370370193,"Vibrio_Vibrio_vs_Control"
"ko:K031131",0.0411597036091844,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032311",0.682457865124287,0.796536294409505,"Vibrio_Vibrio_vs_Control"
"ko:K032321",0.800634228881019,0.629208165092992,"Vibrio_Vibrio_vs_Control"
"ko:K032331",1.00008240500424,0.577870067750379,"Vibrio_Vibrio_vs_Control"
"ko:K032341",0.336765809730656,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032361",-0.182848323698775,0.84066112532514,"Vibrio_Vibrio_vs_Control"
"ko:K032461",-0.994186662394221,0.489409931418237,"Vibrio_Vibrio_vs_Control"
"ko:K032471",-0.93674404877279,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K032831",0.382899702041571,0.518296834601476,"Vibrio_Vibrio_vs_Control"
"ko:K035211",0.293529723716655,0.777086313690912,"Vibrio_Vibrio_vs_Control"
"ko:K035221",-2.17649758791028,NA,"Vibrio_Vibrio_vs_Control"
"ko:K036261",2.391374091684,1.62862692567859e-05,"Vibrio_Vibrio_vs_Control"
"ko:K036611",-0.216199412158787,0.932698539671392,"Vibrio_Vibrio_vs_Control"
"ko:K038721",0.09101826462977,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K038731",0.218871594403906,0.84047536931191,"Vibrio_Vibrio_vs_Control"
"ko:K039361",-0.403927114246956,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039421",-0.834309839333341,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039431",0.0593083825354187,NA,"Vibrio_Vibrio_vs_Control"
"ko:K040431",1.53989091389071,0.269127730498626,"Vibrio_Vibrio_vs_Control"
"ko:K040791",0.67794332726657,0.55245988621307,"Vibrio_Vibrio_vs_Control"
"ko:K043451",0.864368353712495,0.588907086151258,"Vibrio_Vibrio_vs_Control"
"ko:K043481",-0.307667025903417,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043541",0.0143257538311189,0.983652989309833,"Vibrio_Vibrio_vs_Control"
"ko:K043641",0.670150268442854,0.557639277291354,"Vibrio_Vibrio_vs_Control"
"ko:K043691",-0.780741381073658,0.615007213806384,"Vibrio_Vibrio_vs_Control"
"ko:K043701",0.788352611612557,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043711",-0.396960400148851,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043931",-0.339152847865322,0.746592529680896,"Vibrio_Vibrio_vs_Control"
"ko:K044441",0.96986119617503,0.84047536931191,"Vibrio_Vibrio_vs_Control"
"ko:K044561",-0.530525886269833,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045031",-0.0613373904870434,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K045361",-1.45329500197233,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045521",-0.844693219266669,0.240070568142482,"Vibrio_Vibrio_vs_Control"
"ko:K045671",-0.304521019253296,0.519328149112886,"Vibrio_Vibrio_vs_Control"
"ko:K047121",0.31549888477065,0.866884195359611,"Vibrio_Vibrio_vs_Control"
"ko:K057541",1.16868121082754,0.00142290462911865,"Vibrio_Vibrio_vs_Control"
"ko:K057551",0.272422137270962,0.853536679249549,"Vibrio_Vibrio_vs_Control"
"ko:K057571",0.32987115341156,0.519328149112886,"Vibrio_Vibrio_vs_Control"
"ko:K057581",0.304995363583514,0.866129918839286,"Vibrio_Vibrio_vs_Control"
"ko:K057591",-0.295872990957511,0.671628562179698,"Vibrio_Vibrio_vs_Control"
"ko:K066851",0.333626421968055,0.848656058348768,"Vibrio_Vibrio_vs_Control"
"ko:K066891",-0.567750526380815,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K067041",1.1992505407554,NA,"Vibrio_Vibrio_vs_Control"
"ko:K071511",-0.280405734639851,0.392017731531448,"Vibrio_Vibrio_vs_Control"
"ko:K071921",-0.0303590049218515,0.967307968258463,"Vibrio_Vibrio_vs_Control"
"ko:K072051",-0.198658254752351,0.866129918839286,"Vibrio_Vibrio_vs_Control"
"ko:K073421",-0.374145871801943,0.84047536931191,"Vibrio_Vibrio_vs_Control"
"ko:K073751",-0.313070143953649,0.789732864072963,"Vibrio_Vibrio_vs_Control"
"ko:K075091",0.0377122486881362,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K078271",0.12483621223119,0.921535323859136,"Vibrio_Vibrio_vs_Control"
"ko:K078741",0.643669175506702,0.557639277291354,"Vibrio_Vibrio_vs_Control"
"ko:K078871",0.222301486151972,0.819571829160232,"Vibrio_Vibrio_vs_Control"
"ko:K078901",0.292176129113878,0.746592529680896,"Vibrio_Vibrio_vs_Control"
"ko:K078931",0.588621892419361,NA,"Vibrio_Vibrio_vs_Control"
"ko:K079011",0.640691130550954,0.369589509986389,"Vibrio_Vibrio_vs_Control"
"ko:K079361",-1.22319514217567,0.0973226856543193,"Vibrio_Vibrio_vs_Control"
"ko:K079371",-0.405313224357702,0.134760843944643,"Vibrio_Vibrio_vs_Control"
"ko:K079761",0.677576057761971,NA,"Vibrio_Vibrio_vs_Control"
"ko:K080561",-2.03916679789346,NA,"Vibrio_Vibrio_vs_Control"
"ko:K085481",0.504343706270458,0.557639277291354,"Vibrio_Vibrio_vs_Control"
"ko:K087641",-0.581644206961274,NA,"Vibrio_Vibrio_vs_Control"
"ko:K088701",0.521234424902062,NA,"Vibrio_Vibrio_vs_Control"
"ko:K089571",2.18190902888214,0.0206080472714163,"Vibrio_Vibrio_vs_Control"
"ko:K090221",0.10260901920073,0.957760125907403,"Vibrio_Vibrio_vs_Control"
"ko:K093981",0.0880622304990957,NA,"Vibrio_Vibrio_vs_Control"
"ko:K094811",0.667836215673243,0.518296834601476,"Vibrio_Vibrio_vs_Control"
"ko:K094901",-0.92218448096199,0.549890879277446,"Vibrio_Vibrio_vs_Control"
"ko:K095671",2.39965416302049,NA,"Vibrio_Vibrio_vs_Control"
"ko:K095681",0.22324530245429,0.932698539671392,"Vibrio_Vibrio_vs_Control"
"ko:K095691",2.48130109887363,0.011661407755769,"Vibrio_Vibrio_vs_Control"
"ko:K095801",0.0469019323347681,0.96209292565748,"Vibrio_Vibrio_vs_Control"
"ko:K095841",-0.164942745953524,0.613249556321163,"Vibrio_Vibrio_vs_Control"
"ko:K095951",-0.754385684152205,0.288795817684631,"Vibrio_Vibrio_vs_Control"
"ko:K103641",0.362967261955366,0.561541221869407,"Vibrio_Vibrio_vs_Control"
"ko:K103651",0.327154879198867,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K104181",0.738975789465879,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K104191",-0.6169633816539,0.7419431191848,"Vibrio_Vibrio_vs_Control"
"ko:K104201",0.366898540689598,0.63561958294577,"Vibrio_Vibrio_vs_Control"
"ko:K104351",0.424963467857023,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K105731",0.441443824580399,0.776389531554966,"Vibrio_Vibrio_vs_Control"
"ko:K105751",0.672388541741578,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K105771",-0.403567866671294,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105801",-0.201566569490807,0.862412133745713,"Vibrio_Vibrio_vs_Control"
"ko:K105821",-1.40119380272668,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105831",-1.48980839981084,NA,"Vibrio_Vibrio_vs_Control"
"ko:K106881",0.119040818847175,NA,"Vibrio_Vibrio_vs_Control"
"ko:K107041",1.25052433776346,0.015304406249378,"Vibrio_Vibrio_vs_Control"
"ko:K109491",0.537058619974143,0.692888932658273,"Vibrio_Vibrio_vs_Control"
"ko:K109561",0.45467678291012,0.904606045522993,"Vibrio_Vibrio_vs_Control"
"ko:K110871",2.15024441858367,NA,"Vibrio_Vibrio_vs_Control"
"ko:K110881",0.755211407193003,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K110991",0.502597805148161,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111301",-0.642826805746858,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111881",-0.189819697976017,0.925493053655579,"Vibrio_Vibrio_vs_Control"
"ko:K112511",1.10716039016699,0.186469263848758,"Vibrio_Vibrio_vs_Control"
"ko:K112521",0.86144994090568,0.201016624848095,"Vibrio_Vibrio_vs_Control"
"ko:K112541",1.08385975810298,NA,"Vibrio_Vibrio_vs_Control"
"ko:K114951",-1.15964914609803,NA,"Vibrio_Vibrio_vs_Control"
"ko:K115841",-2.17114631520411,0.0973226856543193,"Vibrio_Vibrio_vs_Control"
"ko:K118841",-0.737569378316644,NA,"Vibrio_Vibrio_vs_Control"
"ko:K119801",-0.0404723393797756,0.974690934162251,"Vibrio_Vibrio_vs_Control"
"ko:K121581",0.134741346981783,0.932698539671392,"Vibrio_Vibrio_vs_Control"
"ko:K121941",0.203546158772558,0.55245988621307,"Vibrio_Vibrio_vs_Control"
"ko:K121971",0.305777666008881,0.776389531554966,"Vibrio_Vibrio_vs_Control"
"ko:K121981",-0.0093904798756474,NA,"Vibrio_Vibrio_vs_Control"
"ko:K123931",2.59223004810525,0.136570336110381,"Vibrio_Vibrio_vs_Control"
"ko:K126211",-0.44029521457032,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126221",-0.172237288920214,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126231",-1.1708919817073,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K127571",-0.066205381224169,0.921535323859136,"Vibrio_Vibrio_vs_Control"
"ko:K128281",-0.105178538347928,0.667796050763937,"Vibrio_Vibrio_vs_Control"
"ko:K128321",0.0278018970998086,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K128331",0.254306222721656,NA,"Vibrio_Vibrio_vs_Control"
"ko:K128591",0.351911678880145,0.84047536931191,"Vibrio_Vibrio_vs_Control"
"ko:K128771",-0.481595882085291,0.768508838630244,"Vibrio_Vibrio_vs_Control"
"ko:K129471",-0.315075261812092,0.819571829160232,"Vibrio_Vibrio_vs_Control"
"ko:K130251",-0.203729512845202,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K131261",0.0208483788794791,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K131761",0.388206229520799,NA,"Vibrio_Vibrio_vs_Control"
"ko:K132511",-0.173821774928838,NA,"Vibrio_Vibrio_vs_Control"
"ko:K137581",1.27489809916893,0.151722701099079,"Vibrio_Vibrio_vs_Control"
"ko:K137851",0.0919406760224787,0.94924941886282,"Vibrio_Vibrio_vs_Control"
"ko:K143971",0.327322967449809,NA,"Vibrio_Vibrio_vs_Control"
"ko:K147531",0.792296844951279,0.00129188897062559,"Vibrio_Vibrio_vs_Control"
"ko:K148031",-0.677600767917797,NA,"Vibrio_Vibrio_vs_Control"
"ko:K149651",-0.485251967690896,0.776389531554966,"Vibrio_Vibrio_vs_Control"
"ko:K150251",2.53957568232839,NA,"Vibrio_Vibrio_vs_Control"
"ko:K151031",-0.652203944584923,0.561541221869407,"Vibrio_Vibrio_vs_Control"
"ko:K156201",-1.1284606615471,NA,"Vibrio_Vibrio_vs_Control"
"ko:K161861",2.33328075079949,0.00146542284069139,"Vibrio_Vibrio_vs_Control"
"ko:K161971",-0.662247725160247,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K163441",-0.176757395237916,0.921535323859136,"Vibrio_Vibrio_vs_Control"
"ko:K165751",-1.71457259867793,NA,"Vibrio_Vibrio_vs_Control"
"ko:K167941",0.395851316751127,0.588907086151258,"Vibrio_Vibrio_vs_Control"
"ko:K170801",-0.542288428607047,0.7695009378895,"Vibrio_Vibrio_vs_Control"
"ko:K170811",-0.257146884799576,0.663671773352571,"Vibrio_Vibrio_vs_Control"
"ko:K170931",-1.22236461763762,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172541",-0.0282994201026754,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172661",0.409822758873898,0.671628562179698,"Vibrio_Vibrio_vs_Control"
"ko:K172681",0.751085142415133,0.518296834601476,"Vibrio_Vibrio_vs_Control"
"ko:K174971",1.08488400816966,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177801",-0.907783616611279,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177951",0.261758617587001,NA,"Vibrio_Vibrio_vs_Control"
"ko:K179181",-0.183491368871654,0.671628562179698,"Vibrio_Vibrio_vs_Control"
"ko:K179201",-0.124972491209787,0.7695009378895,"Vibrio_Vibrio_vs_Control"
"ko:K182691",1.19378359243438,0.14577472625195,"Vibrio_Vibrio_vs_Control"
"ko:K184661",0.806716019059338,0.542962591900071,"Vibrio_Vibrio_vs_Control"
"ko:K186171",0.580165189878154,NA,"Vibrio_Vibrio_vs_Control"
"ko:K196821",0.434250400790781,0.606017094119457,"Vibrio_Vibrio_vs_Control"
"ko:K197651",-0.482276564559381,8.41632896104372e-05,"Vibrio_Vibrio_vs_Control"
"ko:K197881",-0.314119575283979,NA,"Vibrio_Vibrio_vs_Control"
"ko:K199311",0.414055368458047,0.55245988621307,"Vibrio_Vibrio_vs_Control"
"ko:K199321",0.665727244596804,0.577870067750379,"Vibrio_Vibrio_vs_Control"
"ko:K200111",0.0568199858440914,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K203011",-0.0517667429244526,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203021",-0.431482514104267,0.671628562179698,"Vibrio_Vibrio_vs_Control"
"ko:K203461",-0.00414627717149538,0.99517412579295,"Vibrio_Vibrio_vs_Control"
"ko:K203471",0.135458989709541,0.932698539671392,"Vibrio_Vibrio_vs_Control"
"ko:K203501",-2.04867150834346,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203521",0.573230579928254,0.369589509986389,"Vibrio_Vibrio_vs_Control"
"ko:K203691",-0.619075271893321,0.00261714079923998,"Vibrio_Vibrio_vs_Control"
"ko:K203981",-0.561232328492331,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K203991",-0.486689212008245,NA,"Vibrio_Vibrio_vs_Control"
"ko:K204721",-0.796945949293267,0.288795817684631,"Vibrio_Vibrio_vs_Control"
"ko:K218701",-0.233437651051865,0.932698539671392,"Vibrio_Vibrio_vs_Control"
"ko:K218911",0.270618978555424,NA,"Vibrio_Vibrio_vs_Control"
"ko:K220691",0.605436131459222,NA,"Vibrio_Vibrio_vs_Control"
"ko:K223901",-0.0838906082861969,0.962726895283331,"Vibrio_Vibrio_vs_Control"
"ko:K225031",0.173140742845465,0.957760125907403,"Vibrio_Vibrio_vs_Control"
"ko:K225561",-1.63087841065234,0.533987653323987,"Vibrio_Vibrio_vs_Control"
"ko:K229391",-1.32403494569112,NA,"Vibrio_Vibrio_vs_Control"
"ko:K230341",1.32994411320818,0.725683381496013,"Vibrio_Vibrio_vs_Control"
